,Brazil,China,UK,India,Canada,Russia,USA,Australia
1950,6.340230199764982,56.68221663019693,205.47212758096958,108.61609370246425,1.3763714571857786,5.998836666666667,15.078457392719137,1.0630709160553842
1951,6.5324392479435955,57.68615067208503,206.36223471942859,111.01988439306358,1.4106884326489735,6.090741520467836,15.314058673988205,1.0946182695217799
1952,6.731297062279671,58.86782557049078,207.23620951520874,113.47647946455734,1.4507506259389085,6.186552339181286,15.552341570063046,1.1223043505844497
1953,6.936037485311398,60.16241346254038,208.2370181848036,115.98043961058715,1.492391086629945,6.2861478947368425,15.80752481187716,1.146533734164116
1954,7.147777908343126,61.47087673231218,209.22761380895693,118.56751019166413,1.5346220330495743,6.387196959064328,16.08764215985357,1.1704812673491398
1955,7.367923736780258,62.86549411274357,210.1443536800624,121.25889625798601,1.5757559339008513,6.489581988304094,16.3856466341265,1.1973238773045949
1956,7.596343948296123,64.21621569240388,211.08170025861008,124.02086918162458,1.6191334001001503,6.595516315789474,16.683283607890992,1.2259205119484806
1957,7.833242303172738,65.64582942586225,212.15220639546817,126.84374779434134,1.6675064596895344,6.70122783625731,16.976725645718933,1.2537910698146548
1958,8.077077085781434,67.08258632906116,213.2950740938385,129.69143991481593,1.7139097646469705,6.805476725146199,17.30192200528778,1.280956221665455
1959,8.329121034077556,67.95656913618839,214.44787570296785,132.61343230909645,1.755123284927391,6.905078362573099,17.625036404311572,1.3085870506904294
1960,8.589014688601646,68.16408169219548,215.68497598620746,135.67221752357773,1.7936260390585879,7.0020523391812866,17.916267846247713,1.3373134301193028
1961,8.851939835487661,68.27762634156507,216.99130167070317,138.83537450562824,1.8301135703555333,7.099940233918129,18.21103091315843,1.365822311526849
1962,9.118592009400706,69.25233406272794,218.314642256065,142.08220048676606,1.865032048072108,7.187988596491228,18.4988620093553,1.3926036892240585
1963,9.390782021151587,71.26222329894759,219.648265670539,145.40116184971097,1.8999504256384576,7.2647792397660815,18.77668019117348,1.419311094193154
1964,9.66660329024677,73.41812774825466,221.09724559747136,148.78591694554305,1.9355359038557838,7.3329961988304095,19.043865975188123,1.447162541354525
1965,9.94403607520564,75.42423142648744,222.60812364024466,152.14917736537876,1.971838257386079,7.391848362573099,19.290551454138704,1.4767819237173467
1966,10.22083231492362,77.41466510367823,223.9665941463815,155.45866048068146,2.008536004006009,7.444090526315789,19.506912243237746,1.507103331970883
1967,10.49627356051704,79.2962654996353,225.2631870612865,158.8034891998783,2.043870806209314,7.491913859649123,19.705352654057354,1.535240919685118
1968,10.770769212690952,81.31415609044492,226.46543245351177,162.28533891086096,2.0763073610415623,7.533472105263158,19.904761744966443,1.5636017256316412
1969,11.0458732079906,83.50848973637595,227.49689667911827,165.90041679342866,2.1065538307461193,7.572482748538012,20.119923632296114,1.5949441915417841
1970,11.32430963572268,85.70745545482963,228.43957965600757,169.60794067538788,2.1466777165748625,7.607778362573099,20.370992475086435,1.6374148078581139
1971,11.60590928319624,87.869690945087,229.366212388654,173.41015454822025,2.192156134201302,7.644424502923977,20.633304555623347,1.6892607199353513
1972,11.891233137485312,89.90730467854537,230.1108944624605,177.3160854882872,2.2255604406609915,7.68751081871345,20.870285743339434,1.7291038093484887
1973,12.181774853113984,91.86746691674482,230.55962398916301,181.35305232735016,2.2535832749123688,7.7305049122807015,21.081428106569046,1.756796130641298
1974,12.47560188014101,93.7134146087319,230.83525306842904,185.49496531791908,2.284670205307962,7.776049298245614,21.281062436444987,1.7828061898922831
1975,12.773268507638074,95.35528404709805,230.97098641270884,189.69401247337998,2.3171008512769156,7.827008304093567,21.48408938377059,1.8053576015883466
1976,13.07714500587544,96.8402546629155,230.95616764500636,193.93107636142378,2.347732999499249,7.88096269005848,21.687006508033353,1.8250166666146648
1977,13.388940775558167,98.21624809836408,230.88066992323797,198.26152357773046,2.3750934401602404,7.936378245614035,21.907403396379905,1.8452055011788835
1978,13.709093066980024,99.5247413775138,230.8639546816633,202.6978278065105,2.399868803204807,7.99176216374269,22.15593217408989,1.866324650053094
1979,14.036110810810811,100.89600593935604,230.96405730470835,207.2553644660785,2.4255507260891336,8.041538538011697,22.418457901159243,1.8877381297822264
1980,14.369962749706229,102.36245347504429,231.2151717909774,211.99524946759965,2.454833249874812,8.085229239766083,22.69066687004271,1.9118923705906274
1981,14.70835017626322,103.91367114723352,231.50053774475597,216.87535686035898,2.4853065598397595,8.128823391812865,22.946309538336383,1.9409783432813001
1982,15.04877732079906,105.60416442638325,231.72338163457985,221.8343370854883,2.513922684026039,8.178245906432748,23.18501301606671,1.971970576274853
1983,15.390995299647473,107.24465009898927,231.9346989039859,226.90190021296016,2.5398824236354534,8.23708321637427,23.427899532235102,1.9998736353396713
1984,15.733111045828437,108.80193779306033,232.2082549977423,232.09466261028294,2.564053580370556,8.297810058479532,23.66954240390482,2.0254065769945595
1985,16.073229142185664,110.47618828800667,232.5152703091006,237.37209735320963,2.588274611917877,8.356514152046783,23.911549928818385,2.0522143456650683
1986,16.40932491186839,112.30285745545483,232.83900086203357,242.73775266200184,2.61553039559339,8.423770877192982,24.15220490136262,2.081675642197684
1987,16.74104159811986,114.29111628633949,233.26760806206642,248.16432156982052,2.647660390585879,8.497778888888888,24.390194020744357,2.113780326218431
1988,17.068621974148062,116.27485693445868,233.78616641352983,253.6445637359294,2.6855347020530798,8.565168304093568,24.637768354687818,2.1484466247115193
1989,17.39170517038778,118.20513941856831,234.29292311481467,259.20677608761787,2.7285334001001504,8.61646245614035,24.908897091722594,2.1836369725315468
1990,17.709335605170388,120.21509346670835,234.8443906243586,264.81660024338305,2.7698752128192288,8.65530432748538,25.22714378686191,2.2163221279600793
1991,18.01838366627497,121.9783443784516,235.45607323180494,270.4416659567995,2.8057847771657487,8.68160245614035,25.580657819808827,2.2453239875486606
1992,18.319716803760283,123.35244232572678,236.0709330487254,276.11014572558565,2.8390226339509264,8.697403567251461,25.948275269473257,2.270209245316967
1993,18.618199177438306,124.60722705011983,236.6383276548582,281.8227249771828,2.871123284927391,8.70744269005848,26.31480099654261,2.2921809656340124
1994,18.916624206815513,125.79834062727936,237.20660071425638,287.57589230301187,2.90247260891337,8.703456900584795,26.67008226560911,2.314800889856818
1995,19.21449212690952,126.92970990934667,237.7996141373507,293.36146303620325,2.9333423134702055,8.687570233918128,27.014496237543216,2.3404761867617676
1996,19.510825146886017,127.98779160154214,238.40805385657404,299.142445390934,2.9638306459689536,8.66862052631579,27.35248596705308,2.367627168089959
1997,19.805723501762632,128.9779564447223,239.1125076967284,304.9392242166109,2.9927643465197797,8.651460350877192,27.699353060809436,2.393420769357974
1998,20.09868437132785,129.91936073773053,239.884737900743,310.74979494980226,3.0190097145718577,8.635832046783626,28.049117144600366,2.4183058971214857
1999,20.386166980023503,130.81517515890383,240.69291900989288,316.55006206267115,3.0445446169253882,8.616163040935673,28.389422513727883,2.4442061023210537
2000,20.666712103407754,131.71814827550276,241.574824514593,322.3710602372984,3.0729407110666,8.587417485380117,28.716550132194428,2.472426373084639
2001,20.94146662749706,132.6184830676253,242.56810475760437,328.254002738059,3.104933700550826,8.551785380116959,29.028929530201342,2.5023508767003326
2002,21.207601057579318,133.4715140147963,243.65046590862445,334.1384359598418,3.13694521782674,8.514043040935672,29.321766524303438,2.5319530984302703
2003,21.46054970622797,134.29961102427842,244.85776035466523,339.9498396714329,3.1666950425638456,8.476416549707602,29.602381533455357,2.560964318364061
2004,21.70646803760282,135.12730134417006,246.27827675382784,345.68438789169454,3.1959607411116675,8.441733099415204,29.89097874720358,2.5903528122117145
2005,21.950333019976497,135.9682777951443,247.8705348713107,351.27432704593855,3.2264312468703054,8.409359590643275,30.185343705511492,2.6224217449139524
2006,22.188094242068154,136.8226077941023,249.59443372603752,356.6698472771524,3.2580738107160743,8.382378304093567,30.48129936953427,2.660812030747694
2007,22.418267097532315,137.70065895592373,251.47028447108082,361.9384876787344,3.2911826740110164,8.369455730994153,30.78537716087045,2.7081075150051532
2008,22.640695299647472,138.6023911639054,253.4467016953327,367.123457864314,3.3268443665498246,8.367634444444445,31.08551047386618,2.762325364559445
2009,22.85752632197415,139.5358544336772,255.50419933500268,372.2665530879221,3.3644383575363044,8.372142865497077,31.371978340451495,2.8160198148107702
2010,23.07326580493537,140.48050098989268,257.62505233775295,377.43036811682384,3.4014433650475713,8.376760175438596,31.643567724222088,2.8625974125925766
2011,23.288519623971798,141.40830269876002,259.7855670949468,382.60456069364164,3.437509364046069,8.383891403508771,31.91749115314216,2.9065216125170696
2012,23.499143008225616,142.39458351568197,261.9298345716514,387.7356905993307,3.474399399098648,8.399377894736842,32.199646227374416,2.9549139472263737
2013,23.704085428907167,143.38859101802646,263.95590082508926,392.7995324003651,3.5116365548322483,8.418530175438596,32.476628635346756,3.0046424712143383
2014,23.908301997649822,144.3356953214546,265.890168712286,397.7020106480073,3.5457794692038056,8.437723391812865,32.74699654260728,3.0511577966995422
2015,24.111422444183315,145.22407502344484,267.74091375559294,402.4540629753575,3.578580470706059,8.46013970760234,33.00872239170226,3.0967448879514676
2016,24.30782350176263,146.0758237991039,269.50947415951725,407.25170063888044,3.616778367551327,8.485915614035088,33.27335753508237,3.1455571381472547
2017,24.501170387779084,146.94966729186203,271.19085423422683,411.98529966534835,3.6609261892839258,8.505996257309942,33.53581767337808,3.1968613202454907
2018,24.6964267920094,147.65754589976035,272.7022412873035,416.4902056586553,3.7090890335503257,8.517677953216374,33.77466310758593,3.2474196648372393
2019,24.88635464159812,148.15713566739606,274.1211731866508,420.78249163370856,3.7578952428642967,8.522940701754386,33.9963057758796,3.296553676899604
2020,25.052444653349003,148.47658445347506,275.27389680226594,424.82115211439003,3.794562343515273,8.515633274853801,34.16127750660972,3.3372297070315953
2021,25.18522009400705,148.57699958320308,276.18340380115757,428.22143048372374,3.8212330495743614,8.485541228070176,34.268621517185274,3.3698658506525723
